Year,Value,GeoCode,UNIT_MEASURE,SERIES
2021,70.6,,PT,DT_DOD_DECT_GN_ZS
2022,70.5,,PT,DT_DOD_DECT_GN_ZS
2023,80.6,,PT,DT_DOD_DECT_GN_ZS
2024,66.2,,PT,DT_DOD_DECT_GN_ZS
2014,87.9,,KES_TO_USD,_L_KE_171301_03
2015,98.7,,KES_TO_USD,_L_KE_171301_03
2016,101.5,,KES_TO_USD,_L_KE_171301_03
2017,103.4,,KES_TO_USD,_L_KE_171301_03
2018,101.3,,KES_TO_USD,_L_KE_171301_03
2019,102.1,,KES_TO_USD,_L_KE_171301_03
2020,106.6,,KES_TO_USD,_L_KE_171301_03
2021,109.9,,KES_TO_USD,_L_KE_171301_03
2022,117.9,,KES_TO_USD,_L_KE_171301_03
2023,139.9,,KES_TO_USD,_L_KE_171301_03
2024,134.8,,KES_TO_USD,_L_KE_171301_03
2014,73.1,,IX,_L_KE_171301_04
2015,76.0,,IX,_L_KE_171301_04
2016,78.8,,IX,_L_KE_171301_04
2017,75.5,,IX,_L_KE_171301_04
2018,68.0,,IX,_L_KE_171301_04
2019,68.0,,IX,_L_KE_171301_04
2020,74.9,,IX,_L_KE_171301_04
2021,73.3,,IX,_L_KE_171301_04
2022,75.3,,IX,_L_KE_171301_04
2023,71.4,,IX,_L_KE_171301_04
2024,67.9,,IX,_L_KE_171301_04
2014,16.1,,PT,FM_LBL_BMNY_ZG
2015,14.1,,PT,FM_LBL_BMNY_ZG
2016,4.0,,PT,FM_LBL_BMNY_ZG
2017,9.6,,PT,FM_LBL_BMNY_ZG
2018,10.1,,PT,FM_LBL_BMNY_ZG
2019,5.6,,PT,FM_LBL_BMNY_ZG
2020,13.2,,PT,FM_LBL_BMNY_ZG
2021,6.1,,PT,FM_LBL_BMNY_ZG
2022,7.5,,PT,FM_LBL_BMNY_ZG
2023,19.9,,PT,FM_LBL_BMNY_ZG
2024,1.0,,PT,FM_LBL_BMNY_ZG
2015,3.5,,PT,FM_LBL_BMNY_IR_ZS
2016,3.7,,PT,FM_LBL_BMNY_IR_ZS
2017,4.0,,PT,FM_LBL_BMNY_IR_ZS
2018,3.9,,PT,FM_LBL_BMNY_IR_ZS
2019,3.8,,PT,FM_LBL_BMNY_IR_ZS
2020,4.1,,PT,FM_LBL_BMNY_IR_ZS
2021,4.0,,PT,FM_LBL_BMNY_IR_ZS
2022,4.0,,PT,FM_LBL_BMNY_IR_ZS
2023,4.2,,PT,FM_LBL_BMNY_IR_ZS
2024,3.8,,PT,FM_LBL_BMNY_IR_ZS
2015,6.8,,PT,_L_KE_171301_05
2016,9.1,,PT,_L_KE_171301_05
2017,10.6,,PT,_L_KE_171301_05
2018,12.0,,PT,_L_KE_171301_05
2019,12.0,,PT,_L_KE_171301_05
2020,11.5,,PT,_L_KE_171301_05
2021,14.3,,PT,_L_KE_171301_05
2022,13.8,,PT,_L_KE_171301_05
2023,12.3,,PT,_L_KE_171301_05
2024,16.2,,PT,_L_KE_171301_05
2015,15.2,,PT,FB_BNK_CAPA_ZS
2016,16.3,,PT,FB_BNK_CAPA_ZS
2017,14.1,,PT,FB_BNK_CAPA_ZS
2018,14.7,,PT,FB_BNK_CAPA_ZS
2019,14.8,,PT,FB_BNK_CAPA_ZS
2020,15.4,,PT,FB_BNK_CAPA_ZS
2021,16.6,,PT,FB_BNK_CAPA_ZS
2022,16.1,,PT,FB_BNK_CAPA_ZS
2023,21.9,,PT,FB_BNK_CAPA_ZS
2024,19.6,,PT,FB_BNK_CAPA_ZS
2014,5.4,,PT,NY_GDP_MKTP_KD_ZG
2015,5.7,,PT,NY_GDP_MKTP_KD_ZG
2016,4.2,,PT,NY_GDP_MKTP_KD_ZG
2017,3.8,,PT,NY_GDP_MKTP_KD_ZG
2018,5.6,,PT,NY_GDP_MKTP_KD_ZG
2019,5.1,,PT,NY_GDP_MKTP_KD_ZG
2020,-0.3,,PT,NY_GDP_MKTP_KD_ZG
2021,7.6,,PT,NY_GDP_MKTP_KD_ZG
2022,4.9,,PT,NY_GDP_MKTP_KD_ZG
2023,5.6,,PT,NY_GDP_MKTP_KD_ZG
2024,4.7,,PT,NY_GDP_MKTP_KD_ZG
2014,15.2,,PT,GC_TAX_TOTL_GD_ZS
2015,14.8,,PT,GC_TAX_TOTL_GD_ZS
2016,15.6,,PT,GC_TAX_TOTL_GD_ZS
2017,15.9,,PT,GC_TAX_TOTL_GD_ZS
2018,15.1,,PT,GC_TAX_TOTL_GD_ZS
2019,16.5,,PT,GC_TAX_TOTL_GD_ZS
2020,15.0,,PT,GC_TAX_TOTL_GD_ZS
2021,15.2,,PT,GC_TAX_TOTL_GD_ZS
2022,14.4,,PT,GC_TAX_TOTL_GD_ZS
2023,14.6,,PT,GC_TAX_TOTL_GD_ZS
2024,15.6,,PT,GC_TAX_TOTL_GD_ZS
2014,-5.1,,PT,_L_KE_171301_06
2015,-7.8,,PT,_L_KE_171301_06
2016,-6.4,,PT,_L_KE_171301_06
2017,-6.8,,PT,_L_KE_171301_06
2018,-7.1,,PT,_L_KE_171301_06
2019,-7.1,,PT,_L_KE_171301_06
2020,-7.6,,PT,_L_KE_171301_06
2021,-8.4,,PT,_L_KE_171301_06
2022,-6.3,,PT,_L_KE_171301_06
2023,-5.6,,PT,_L_KE_171301_06
2024,-5.3,,PT,_L_KE_171301_06
2014,36.9,,PT,DP_DOD_DLD2_CR_CG_Z1
2015,37.8,,PT,DP_DOD_DLD2_CR_CG_Z1
2016,42.2,,PT,DP_DOD_DLD2_CR_CG_Z1
2017,47.3,,PT,DP_DOD_DLD2_CR_CG_Z1
2018,49.1,,PT,DP_DOD_DLD2_CR_CG_Z1
2019,51.9,,PT,DP_DOD_DLD2_CR_CG_Z1
2020,58.4,,PT,DP_DOD_DLD2_CR_CG_Z1
2021,59.4,,PT,DP_DOD_DLD2_CR_CG_Z1
2022,57.6,,PT,DP_DOD_DLD2_CR_CG_Z1
2023,62.7,,PT,DP_DOD_DLD2_CR_CG_Z1
2024,62.0,,PT,DP_DOD_DLD2_CR_CG_Z1
2014,19.9,,PT,NE_GDI_TOTL_KD_ZG
2015,0.1,,PT,NE_GDI_TOTL_KD_ZG
2016,-3.9,,PT,NE_GDI_TOTL_KD_ZG
2017,12.0,,PT,NE_GDI_TOTL_KD_ZG
2018,-2.3,,PT,NE_GDI_TOTL_KD_ZG
2019,5.3,,PT,NE_GDI_TOTL_KD_ZG
2020,2.2,,PT,NE_GDI_TOTL_KD_ZG
2021,13.4,,PT,NE_GDI_TOTL_KD_ZG
2022,-2.6,,PT,NE_GDI_TOTL_KD_ZG
2023,-5.5,,PT,NE_GDI_TOTL_KD_ZG
2024,7.3,,PT,NE_GDI_TOTL_KD_ZG
2014,4.3,,PT,NE_CON_PRVT_KD_ZG
2015,6.1,,PT,NE_CON_PRVT_KD_ZG
2016,4.5,,PT,NE_CON_PRVT_KD_ZG
2017,4.9,,PT,NE_CON_PRVT_KD_ZG
2018,4.7,,PT,NE_CON_PRVT_KD_ZG
2019,5.0,,PT,NE_CON_PRVT_KD_ZG
2020,-1.8,,PT,NE_CON_PRVT_KD_ZG
2021,6.1,,PT,NE_CON_PRVT_KD_ZG
2022,2.3,,PT,NE_CON_PRVT_KD_ZG
2023,7.5,,PT,NE_CON_PRVT_KD_ZG
2024,6.9,,PT,NE_CON_PRVT_KD_ZG
2014,3.8,,PT,NE_CON_GOVT_KD_ZG
2015,13.6,,PT,NE_CON_GOVT_KD_ZG
2016,5.3,,PT,NE_CON_GOVT_KD_ZG
2017,6.2,,PT,NE_CON_GOVT_KD_ZG
2018,7.0,,PT,NE_CON_GOVT_KD_ZG
2019,5.6,,PT,NE_CON_GOVT_KD_ZG
2020,3.1,,PT,NE_CON_GOVT_KD_ZG
2021,6.0,,PT,NE_CON_GOVT_KD_ZG
2022,8.1,,PT,NE_CON_GOVT_KD_ZG
2023,2.0,,PT,NE_CON_GOVT_KD_ZG
2024,0.4,,PT,NE_CON_GOVT_KD_ZG
2014,1.9,,PT,NE_EXP_GNFS_KD_ZG
2015,-2.2,,PT,NE_EXP_GNFS_KD_ZG
2016,-6.6,,PT,NE_EXP_GNFS_KD_ZG
2017,-1.0,,PT,NE_EXP_GNFS_KD_ZG
2018,6.8,,PT,NE_EXP_GNFS_KD_ZG
2019,-3.2,,PT,NE_EXP_GNFS_KD_ZG
2020,9.5,,PT,NE_EXP_GNFS_KD_ZG
2021,16.6,,PT,NE_EXP_GNFS_KD_ZG
2022,20.8,,PT,NE_EXP_GNFS_KD_ZG
2023,11.7,,PT,NE_EXP_GNFS_KD_ZG
2024,7.5,,PT,NE_EXP_GNFS_KD_ZG
2014,11.3,,PT,NE_IMP_GNFS_KD_ZG
2015,-4.6,,PT,NE_IMP_GNFS_KD_ZG
2016,-7.4,,PT,NE_IMP_GNFS_KD_ZG
2017,12.4,,PT,NE_IMP_GNFS_KD_ZG
2018,1.4,,PT,NE_IMP_GNFS_KD_ZG
2019,1.8,,PT,NE_IMP_GNFS_KD_ZG
2020,-2.2,,PT,NE_IMP_GNFS_KD_ZG
2021,23.1,,PT,NE_IMP_GNFS_KD_ZG
2022,10.9,,PT,NE_IMP_GNFS_KD_ZG
2023,1.3,,PT,NE_IMP_GNFS_KD_ZG
2024,2.7,,PT,NE_IMP_GNFS_KD_ZG
2014,149.7,,IX,FP_CPI_TOTL_ZG
2015,159.6,,IX,FP_CPI_TOTL_ZG
2016,86.7,,IX,FP_CPI_TOTL_ZG
2017,93.6,,IX,FP_CPI_TOTL_ZG
2018,98.0,,IX,FP_CPI_TOTL_ZG
2019,103.2,,IX,FP_CPI_TOTL_ZG
2020,108.7,,IX,FP_CPI_TOTL_ZG
2021,115.3,,IX,FP_CPI_TOTL_ZG
2022,124.2,,IX,FP_CPI_TOTL_ZG
2023,133.7,,IX,FP_CPI_TOTL_ZG
2024,139.7,,IX,FP_CPI_TOTL_ZG
2014,73.1,,IX,_L_KE_171301_07
2015,76.0,,IX,_L_KE_171301_07
2016,78.8,,IX,_L_KE_171301_07
2017,75.5,,IX,_L_KE_171301_07
2018,68.0,,IX,_L_KE_171301_07
2019,68.0,,IX,_L_KE_171301_07
2020,74.9,,IX,_L_KE_171301_07
2021,73.3,,IX,_L_KE_171301_07
2022,75.3,,IX,_L_KE_171301_07
2023,71.4,,IX,_L_KE_171301_07
2024,67.9,,IX,_L_KE_171301_07
2014,9.7,,PT,_L_KE_171301_08
2016,7.4,,PT,_L_KE_171301_08
2019,13.7,,PT,_L_KE_171301_08
2020,7.2,,PT,_L_KE_171301_08
2021,6.1,,PT,_L_KE_171301_08
2022,5.8,,PT,_L_KE_171301_08
2024,9.1,,PT,_L_KE_171301_08
